Anton;huang2017.pdf;a bayesian simulation model for breast cancer screening incidence treatment and mortality;Huang, Xuelin, Li, Yisheng, Song, Juhee, Berry, Donald A.;2018
Noneg;gocgun2015.pdf;cost-effectiveness of breast cancer screening policies using simulation;Gocgun Y1, Banjevic D2, Taghipour S3, Montgomery N2, Harvey BJ4, Jardine AK2, Miller AB4.;2015
Noneg;10.1097@grf.0b013e3182823797.pdf;cost-effectiveness of cervical cancer prevention;;2013
Noneg;berkhof2013.pdf;cost-effectiveness of cervical cancer prevention in central and eastern europe and central asia;Vaccine. 2013 Dec 31.31 Suppl 7:H71-9. doi: 10.1016/j.vaccine.2013.04.086.;2005
q12;zimmermann2017.pdf;cost-effectiveness of cervical cancer screening and preventative cryotherapy at anHIV treatment clinic in Kenya;Zimmermann, Marita R., Vodicka, Elisabeth, Babigumira, Joseph B., Okech, Timothy, Mugo, Nelly, Sakr, Samah, Garrison, Louis P., Chung, Michael H.;2017
Anton;10.1093@jnci@94.3.193.pdf;cost-effectiveness of cervical cancer screening comparison of screening policies;van den Akker-van Marle, ME  van Ballegooijen, M  van Oortmarssen, GJ  Boer, R  Habbema, JDF;2002
Anton;burger2012.pdf;cost-effectiveness of cervical cancer screening with primary human papillomavirus testing in norway;Burger, E. A.  Ortendahl, J. D.  Sy, S.  Kristiansen, I. S.  Kim, J. J.;2012
Anton;ladabaum2010.pdf;cost-effectiveness of colorectal cancer screening in high-risk spanish patients use of a validated model to inform public policy;Ladabaum, Uri  Ferrandez, Angel  Lanas, Angel;2010
Noneg;melnitchouk2018.pdf;cost-effectiveness of colorectal cancer screening in Ukraine;Melnitchouk, Nelya, Soeteman, Djora I., Davids, Jennifer S., Fields, Adam, Cohen, Joshua, Noubary, Farzad, Lukashenko, Andrey, Kolesnik, Olena O., Freund, Karen M.;2018
Anton;romagnuolo2007.pdf;cost-effectiveness of Colorectal Cancer Screening With Computed Tomography Colonography The Impact of Not Reporting Diminutive Lesions;Pickhardt, Perry J.  Hassan, Cesare  Laghi, Andrea  Zullo, Angelo  Kim, David H.  Morini, Sergio;2007
FromReview;knudsen2010.pdf;cost-effectiveness of computed tomographic colonography screening for colorectal cancer in the medicare population;Knudsen, Amy B.  Lansdorp-Vogelaar, Iris  Rutter, Carolyn M.  Savarino, James E.  van Ballegooijen, Marjolein  Kuntz, Karen M.  Zauber, Ann G.;2010
Anton;hanly2012.pdf;cost-effectiveness of computed tomography colonography in colorectal cancer screening a systematic review;Hanly, Paul  Skally, Mairead  Fenlon, Helen  Sharp, Linda;2012
Noneg;mcmahon2011.pdf;cost-effectiveness of computed tomography screening for lung cancer in the united states;McMahon, Pamela M., Kong, Chung Yin, Bouzan, Colleen, Weinstein, Milton C., Cipriano, Lauren E., Tramontano, Angela C., Johnson, Bruce E., Weeks, Jane C., Gazelle, G. Scott;2011
FromReview;a05v50n4.pdf;cost-effectiveness of conventional cytology and hpv dna testing for cervical cancer screening in colombia;Andres-Gamboa, Oscar  Chicaiza, Liliana  Garcia-Molina, Mario  Diaz, Jorge  Gonzalez, Mauricio  Murillo, Raul  Ballesteros, Monica  Sanchez, Ricardo;2008
Noneg;lee2010.pdf;cost-effectiveness of ct colonography for uk nhs colorectal cancer screening of asymptomatic adults aged 60-69 years;;2010
Noneg;nahvijou2016.pdf;cost-effectiveness of different cervical screening strategies in islamic republic of iran a middle-income country with a low incidence rate of cervical cancer;Nahvijou A1, Daroudi R2, Tahmasebi M1, Amouzegar Hashemi F1, Rezaei Hemami M3, Akbari Sari A2, Barati Marenani A4, Zendehdel K5.;2016
Anton;groenewoud2006.pdf;cost-effectiveness of different reading and referral strategies in mammography screening in the netherlands;Groenewoud, J. H.  Otten, J. D. M.  Fracheboud, J.  Draisma, G.  van Ineveld, B. M.  Holland, R.  Verbeek, A. L. M.  de Koning, H. J.;2007
Noneg;sankatsing2015.pdf;cost-effectiveness of digital mammography screening before the age of 50 in the netherlands;Sankatsing VD1, Heijnsdijk EA1, van Luijt PA1, van Ravesteyn NT1, Fracheboud J1, de Koning HJ1.;2015
FromReview;glick1998.pdf;cost-effectiveness of Double-Contrast Barium Enema in Screening for Colorectal Cancer;;
Noneg;carles2011.pdf;cost-effectiveness of early detection of breast cancer in catalonia spain;Carles M1, Vilaprinyo E, Cots F, Gregori A, Pla R, Rom?n R, Sala M, Maci? F, Castells X, Rue M.;2011
Noneg;ouakrim2014.pdf;cost-effectiveness of family history-based colorectal cancer screening in Australia;Ouakrim, Driss A., Boussioutas, Alex, Lockett, Trevor, Hopper, John L., Jenkins, Mark A.;2014
Anton;jit2014.pdf;cost-effectiveness of female human papillomavirus vaccination in 179 countries a prime modelling study;Jit M1, Brisson M2, Portnoy A3, Hutubessy R4.;2014
Anton;vijayaraghavan2009.pdf;cost-effectiveness of high-risk hpv dna testing for cervical cancer screening in south africa;Vijayaraghavan, Arthi  Efrusy, Molly  Lindeque, Gerhard  Dreyer, Greta  Santas, Christopher;2009
Anton;10.2307@41995445.pdf;cost-effectiveness of high-risk human papillomavirus testing for cervical cancer screening in quebec canada;Vijayaraghavan, Arthi  Efrusy, Molly B.  Mayrand, Marie-Helene  Santas, Christopher C.  Goggin, Patricia;2010
Anton;ekwunife2017.pdf;cost-effectiveness of human papilloma virus hpv vaccination in nigeria a decision analysis using pragmatic parameter estimates for cost and programme coverage;Ekwunife O.I., Lhachimi S.K.;2017
q12;diaz2010.pdf;cost-effectiveness of human papillomavirus vaccination and screening in spain;Diaz M1, de Sanjose S, Ortendahl J, O'Shea M, Goldie SJ, Bosch FX, Kim JJ.;2010
q12;thiry2009.pdf;cost-effectiveness of human papillomavirus vaccination in belgium do not forget about cervical cancer screening;Thiry N1, De Laet C, Hulstaert F, Neyt M, Huybrechts M, Cleemput I.;2009
Anton;chesson2008.pdf;cost-effectiveness of Human Papillomavirus Vaccination inthe United States;Chesson HW1, Ekwueme DU, Saraiya M, Markowitz LE.;2008
Anton;huh2014.pdf;cost-effectiveness of human papillomavirus-16/18 genotyping in cervical cancer screening;Huh, Warner K.  Williams, Erin  Huang, Joice  Bramley, Tommy  Poulios, Nick;2015
Noneg;sharma2016.pdf;cost-effectiveness of increasing cervical cancer screening coverage in the middle east an example from lebanon;Sharma M1, Seoud M2, Kim JJ3.;2017
Noneg;wong2007.pdf;cost-effectiveness of mammography screening for chinese women;Wong IO1, Kuntz KM, Cowling BJ, Lam CL, Leung GM.;2007
Anton;moore2009.pdf;cost-effectiveness of mri compared to mammography for breast cancer screening in a high risk population;Moore, Susan G.  Shenoy, Pareen J.  Fanucchi, Laura  Tumeh, John W.  Flowers, Christopher R.;2009
FromReview;10.1016@j.ejca.2008.09.015.pdf;cost-effectiveness of opportunistic versus organised mammography screening in switzerland;de Gelder, Rianne  Bulliard, Jean-Luc  de Wolf, Chris  Fracheboud, Jacques  Draisma, Gerrit  Schopper, Doris  de Koning, Harry J.;2009
FromReview;kim2004.pdf;cost-effectiveness of organized versus opportunistic cervical cytology screening in hong kong;Kim, JJ  Leung, GM  Woo, PPS  Goldie, SJ;2004
FromReview;sroczynski2011.pdf;cost-effectiveness of primary hpv screening for cervical cancer in germany - a decision analysis;Sroczynski G., Schnell-Inderst P., Muhlberger N., Lang K., Aidelsburger P., Wasem J., Mittendorf T., Engel J., Hillemanns P., Petry K.U., Kramer A., Siebert U.;2011
Anton;torvinen2010.pdf;cost-effectiveness of prophylactic hpv 1618 vaccination in finland results from a modelling exercise;Torvinen S1, Nieminen P, Lehtinen M, Paavonen J, Demarteau N, Hahl J.;2010
Anton;rogoza2009.pdf;cost-effectiveness of prophylactic vaccination against human papillomavirus 1618 for the prevention of cervical cancer adaptation of an existing cohort model to the situation in the netherlands;Rogoza RM1, Westra TA, Ferko N, Tamminga JJ, Drummond MF, Daemen T, Wilschut JC, Postma MJ.;2009
Noneg;lejeune2010.pdf;cost-effectiveness of screening for colorectal cancer in france using a guaiac test versus an immunochemical test;Lejeune C1, Dancourt V, Arveux P, Bonithon-Kopp C, Faivre J.;2010
Noneg;provenzale2002.pdf;cost-effectiveness of screening the average-risk population for colorectal cancer;Gastrointest Endosc Clin N Am. 2002 Jan.12(1):93-109.;3665
Noneg;376.pdf;cost-effectiveness of shortening screening interval or extending age range of nhs breast screening programme computer simulation study;BMJ. 1998 Aug 8.317(7155):376-9.;2522
Anton;simms2016.pdf;cost-effectiveness of the next generation nonavalent human papillomavirus vaccine in the context of primary human papillomavirus screening in australia a comparative modelling analysis;Simms, Kate T.  Laprise, Jean-Francois  Smith, Megan A.  Lew, Jie-Bin  Caruana, Michael  Brisson, Marc  Canfell, Karen;2016
FromReview;pharoah2013.pdf;cost-effectiveness of the NHS breast screening programme: life table model;;
Anton;10.1002@ijc.30513.pdf;cost-effectiveness of the Norwegian Breast cancer screening program.;van Luijt, P. A.  Heijnsdijk, E. A. M.  de Koning, H. J.;2017
Anton;luttjeboer2013.pdf;cost-effectiveness of the prophylactic hpv vaccine an application to the netherlands taking non-cervical cancers and cross-protection into account;Luttjeboer J1, Westra TA, Wilschut JC, Nijman HW, Daemen T, Postma MJ.;2013
Noneg;ijcp-09-01-5443.pdf;cost-effectiveness of three rounds of mammography breast cancer screening in iranian women;Haghighat, Shahpar, Akbari, Mohammad Esmaeil, Yavari, Parvin, Javanbakht, Mehdi, Ghaffari, Shahram;2016
Noneg;nihms307273.pdf;costs and cost-effectiveness of full implementation of a biennial faecal occult blood test screening program for bowel cancer in australia;Med J Aust. 2011 Feb 21.194(4):180-5.;1993
Noneg;zelle2012.pdf;costs effects and cost-effectiveness of breast cancer control in ghana;Zelle SG1, Nyarko KM, Bosu WK, Aikins M, Ni??ns LM, Lauer JA, Sepulveda CR, Hontelez JA, Baltussen R.;2012
Anton;quentin2011.pdf;costs of cervical cancer screening and treatment using visual inspection with acetic acid via and cryotherapy in ghana the importance of scale;Quentin W1, Adu-Sarkodie Y, Terris-Prestholt F, Legood R, Opoku BK, Mayaud P.;2011
Noneg;whynes2003.pdf;costs of flexible sigmoidoscopy screening for colorectal cancer in the united kingdom;Whynes, DK, Frew, EJ, Edwards, R, Atkin, WS;2003
Noneg;karnon2008.pdf;cost-utility analysis of screening high-risk groups for anal cancer;Karnon, Jonathan, Jones, Roy, Czoski-Murray, Carolyn, Srnith, Kevin J.;2008
FromReview;ness2000.pdf;Cost-Utility of One-Time Colonoscopic Screening for Colorectal Cancer at Various Ages;;
Anton;silvaillanes2018 (1).pdf;critical analysis of markov models used for the economic evaluation of colorectal cancer screening a systematic review;Silva-Illanes N1, Espinoza M2.;2018
FromReview;cmaj_160_1_49.pdf;Current and projected annual direct costs of screening asymptomatic men for prostate cancer using prostate-specific antigen;;
Noneg;frame1998.pdf;determinants of cancer screening frequency the example of screening for cervical cancer;;1998
Noneg;roberts2007.pdf;development of a simulation model of colorectal cancer;Roberts, Stephen, Wang, Lijun, Klein, Robert, Ness, Reid, Dittus, Robert;2008
Noneg;10.1016@j.ypmed.2011.06.009.pdf;digital mammography screening weighing reduced mortality against increased overdiagnosis;de Gelder, Rianne, Fracheboud, Jacques, Heijnsdijk, Eveline A. M., den Heeten, Gerard, Verbeek, Andre L. M., Broeders, Mireille J. M., Draisma, Gerrit, de Koning, Harry J.;2011
Anton;boer2004.pdf;Diversity of model approaches for breast cancer screening: a review of model assumptions by The Cancer Intervention and Surveillance Network(CISNET) Breast Cancer Groups;Boer R1, Plevritis S, Clarke L.;2004
Noneg;1328.full.pdf;do men and women need to be screened differently with fecal immunochemical testing a cost-effectiveness analysis;van der Meulen, Miriam P., Kapidzic, Atija, van Leerdam, Monique E., van der Steen, Alex, Kuipers, Ernst J., Spaander, Manon C. W., de Koning, Harry J., Hol, Lieke, Lansdorp-Vogelaar, Iris;2017
Noneg;armaroli2008.pdf;do women or50 years of age need as much screening as women 50 years after they have had negative screening results;Armaroli P1, Gallo F, Bellomi A, Ciatto S, Consonni D, Davi D, Giorgi-Rossi P, Iossa A, Mancini E, Naldoni C, Polla E, Ronco G, Serafini M, Vergini V, Zanier L, Zappa M, Segnan N.;2008
FromReview;beer2014.pdf;Does the HPV vaccination programme have implications for cervical screening programmes in the UK?;;
q12;birnbaum2018.pdf;early detection and treatment strategies for breast cancer in low-income and upper middle-income countries a modelling study;Birnbaum, Jeanette K., Duggan, Catherine, Anderson, Benjamin O., Etzioni, Ruth;2018
Noneg;philips2001.pdf;early withdrawal from cervical cancer screening the question of cost-effectiveness;Philips, Z, Whynes, DK;2001
Noneg;10.1002@sici1099-1751199901@0314@157@@aid-hpm5313.0.co2-u.pdf;economic analysis of outreach assessment clinics in breast screening programmes;;1999
FromReview;nghiem2015.pdf;Economic evaluation of DNA ploidy analysis vs liquid-based cytology for cervical screening;;
Anton;brisson2009.pdf;economic evaluation of human papillomavirus vaccination in developed countries;Brisson M1, Van de Velde N, Boily MC.;2009
q12;praditsitthikorn2011.pdf;Economic Evaluation of Policy Options for Prevention and Control of Cervical Cancer in Thailand;Praditsitthikorn N1, Teerawattananon Y, Tantivess S, Limwattananon S, Riewpaiboon A, Chichareon S, Ieumwananonthachai N, Tangcharoensathien V.;2011
FromReview;holmberg1998.pdf;Economic evaluation of screening for prostate cancer: a randomized population based programme during a 10-year period in Sweden;;
Anton;vanni2010.pdf;economic evaluation of strategies for managing women with equivocal cytological results in brazil;Vanni T1, Legood R, Franco EL, Villa LL, Luz PM, Schwartsmann G.;2011
Noneg;arrospide2016.pdf;economic evaluation of the breast cancer screening programme in the basque country retrospective cost-effectiveness and budget impact analysis;Arrospide A1,2,3, Rue M4,5, van Ravesteyn NT6, Comas M4,7, Soto-Gordoa M8, Sarriugarte G9, Mar J8,10,4,11.;2016
Noneg;medi-95-e3762.pdf;economic evaluation study cheer-compliant cost-effectiveness analysis of ras screening for treatment of metastatic colorectal cancer based on the calgb 80405 trial;Zhou, Jing, Zhao, Rongce, Wen, Feng, Zhang, Pengfei, Tang, Ruilei, Chen, Hongdou, Zhang, Jian, Li, Qiu;2016
Anton;vanni2012.pdf;economic modelling assessment of the hpv quadrivalent vaccine in brazil a dynamic individual-based approach;Vanni T1, Luz PM, Foss A, Mesa-Frias M, Legood R.;2012
Noneg;molins2009.pdf;effect of participation on the cumulative risk of false-positive recall in a breast cancer screening programme;Research Support, Non-U.S. Gov't,Aged,Breast Neoplasms/diagnosis*,Cohort Studies,Early Detection of Cancer/methods,Early Detection of Cancer/statistics & numerical data,False Positive Reactions*,Female,Humans,Mammography/psychology,Mammography/statistics & numerical data*,Mass Screening/methods*,Middle Aged,Proportional Hazards Models,Risk Factors;1973
q12;158.full.pdf;effect of time to diagnostic testing for breast cervical and colorectal cancer screening abnormalities on screening efficacy a modeling study;Rutter, Carolyn M., Kim, Jane J., Meester, Reinier G. S., Sprague, Brian L., Burger, Emily A., Zauber, Ann G., Ergun, Mehmet Ali, Campos, Nicole G., Doubeni, Chyke A., Trentham-Dietz, Amy, Sy, Stephen, Alagoz, Oguzhan, Stout, Natasha, Lansdorp-Vogelaar, Iris, Corley, Douglas A., Tosteson, Anna N. A.;2018
Noneg;agorastos2010.pdf;effect of type-specific human papillomavirus incidence on screening performance and cost;;2010
Anton;liu2016.pdf;Effect of vaccination age on cost-effectiveness of human papillomavirus vaccination against cervical cancer in China;Liu YJ1,2, Zhang Q1, Hu SY3, Zhao FH1.;2016
;effective_screening_programmes.pdf;Effective screening programmes for cervical cancer in low- and middle-income developing countries;;
Noneg;rue2009.pdf;effectiveness of early detection on breast cancer mortality reduction in catalonia spain;Rue M1, Vilaprinyo E, Lee S, Martinez-Alonso M, Carles MD, Marcos-Gragera R, Pla R, Espinas JA.;2009
Noneg;mandelblatt2009.pdf;effects of mammography screening under different screening schedules model estimates of potential benefits and harms;Mandelblatt JS1, Cronin KA, Bailey S, Berry DA, de Koning HJ, Draisma G, Huang H, Lee SJ, Munsell M, Plevritis SK, Ravdin P, Schechter CB, Sigal B, Stoto MA, Stout NK, van Ravesteyn NT, Venier J, Zelen M, Feuer EJ. Breast Cancer Working Group of the Cancer Intervention and Surveillance Modeling Network.;2009
FromReview;munoz2014.pdf;Effects of Screening and Systemic Adjuvant Therapy on ER-Specific US Breast Cancer Mortality;;
Noneg;koong2007.pdf;efficacy and cost-effectiveness of nationwide cervical cancer screening in taiwan;J Med Screen. 2006.13 Suppl 1:S44-7.;1995
Noneg;hassan2015.pdf;efficacy and cost-effectiveness of screening colonoscopy according to the adenoma detection rate;Hassan C., Rex D.K., Zullo A., Kaminski M.F.;2015
Noneg;lai1998.pdf;efficacy of breast-cancer screening for female relatives of breast-cancer-index cases taiwan multicentre cancer screening tamcas;Lai MS1, Yen MF, Kuo HS, Koong SL, Chen TH, Duffy SW.;1998
Noneg;llewellyn2006.pdf;endoscopic colorectal cancer screening a cost-saving analysis;Loeve, F, Brown, ML, Boer, R, van Ballegooijen, M, van Oortmarssen, GJ, Habbema, JDF;2000
FromReview;rodrguezmoranta2008.pdf;Endoscopic requirements of colorectal cancer screening programs in average-risk population. Estimation according to a Markov model;;
q12;hoerger2011.pdf;Estimated Effects of the National Breast and Cervical Cancer Early Detection Program on Breast Cancer Mortality;Hoerger TJ1, Ekwueme DU, Miller JW, Uzunangelov V, Hall IJ, Segel J, Royalty J, Gardner JG, Smith JL, Li C.;2011
Anton;gunsoy2014.pdf;estimating breast cancer mortality reduction and overdiagnosis due to screening for different strategies in the united kingdom;Gunsoy, N. B.  Garcia-Closas, M.  Moss, S. M.;2014
Anton;munoz2018.pdf;estimating breast cancer survival by molecular subtype in the absence of screening and adjuvant treatment;Munoz, Diego F.  Plevritis, Sylvia K.;2018
Noneg;chen2010.pdf;estimating key parameters in periodic breast cancer screening-application to the canadian national breast screening study data;;2010
Anton;zhang2016.pdf;estimating long-term clinical effectiveness and cost-effectiveness of hpv 1618 vaccine in china;Zhang Q1, Liu YJ1,2, Hu SY1, Zhao FH3.;2016
Anton;weedonfekjaer2008.pdf;estimating mean sojourn time and screening sensitivity using questionnaire data on time since previous screening;Weedon-Fekjaer H1, Lindqvist BH, Vatten LJ, Aalen OO, Tretli S.;2008
Noneg;weedonfekjaer2010.pdf;Estimating screening test sensitivity and tumour progression using tumour size and time since previous screening;Weedon-Fekjaer H1, Tretli S, Aalen OO.;2010
FromReview;prevost1998.pdf;Estimating Sensitivity and Sojourn Time in Screening for Colorectal Cancer A Comparison of Statistical Approaches;;
Noneg;mvundura2014.pdf;estimating the costs of cervical cancer screening in high-burden sub-saharan african countries;Mvundura M1, Tsu V2.;2014
Noneg;bending2010.pdf;estimating the direct costs of bowel cancer services provided by the national health service in england;Bending M.W., Trueman P., Lowson K.V., Pilgrim H., Tappenden P., Chilcott J., Tappenden J.;2010
Anton;carlsson2016.pdf;estimating the harms and benefits of prostate cancer screening as used in common practice versus recommended good practice a microsimulation screening analysis;Carlsson, Sigrid V.  de Carvalho, Tiago M.  Roobol, Monique J.  Hugosson, Jonas  Auvinen, Anssi  Kwiatkowski, Maciej  Villers, Arnauld  Zappa, Marco  Nelen, Vera  Paez, Alvaro  Eastham, James A.  Lilja, Hans  de Koning, Harry J.  Vickers, Andrew J.  Heijnsdijk, Eveline A. M.;2016
Anton;10.1002@ijc.29976.pdf;estimating the individual benefit of immediate treatment or active surveillance for prostate cancer after screen-detection in older 65 men;de Carvalho, Tiago M.  Heijnsdijk, Eveline A. M.  de Koning, Harry J.;2016
Anton;yen2009.pdf;estimating the long-term clinical impact of cervical cancer vaccination in taiwan;Yen MS1, You SL, Ferko N, Debicki D, Chen YC, Chou CY.;2009
Anton;kohli2006.pdf;estimating the long-term impact of a prophylactic human papillomavirus 1618 vaccine on the burden of cervical cancer in the uk;Kohli M1, Ferko N, Martin A, Franco EL, Jenkins D, Gallivan S, Sherlaw-Johnson C, Drummond M.;2007
FromReview;pinsky2001.pdf;Estimation and Prediction for Cancer Screening Models Using Deconvolution and Smoothing;;
Noneg;chang2007.pdf;estimation and prediction system for multi-state disease process application to analysis of organized screening regime;Chang, Chi-Ming, Lin, Wen-Chou, Kuo, Hsu-Sung, Yen, Ming-Fang, Chen, Tony Hsiu-Hsi;2007
FromReview;chien2008.pdf;estimation of mean sojourn time for lung cancer by chest x-ray screening with a bayesian approach;Chien, Chun-Ru  Lai, Mei-Shu  Chen, Tony Hsiu-Hsi;2008
Noneg;wu2010.pdf;estimation of natural history parameters of breast cancer based on non-randomized organized screening data subsidiary analysis of effects of inter-screening interval sensitivity and attendance rate on reduction of advanced cancer;Breast Cancer Res Treat. 2010 Jul.122(2):553-66. doi: 10.1007/s10549-009-0701-x. Epub 2010 Jan 7.;1988
Anton;kim2012.pdf;estimation of sensitivity depending on sojourn time and time spent in preclinical state;Kim S., Wu D.;2012
Anton;westvik2018.pdf;evaluating different breast tumor progression models using screening data;Westvik, Asbjorn Schumacher  Weedon-Fekjaer, Harald  Maehlen, Jan  Liestol, Knut;2018
Noneg;sheehan2017.pdf;evaluating lung cancer screening in china implications for eligibility criteria design from a microsimulation modeling approach;Sheehan DF1, Criss SD1, Gazelle GS1,2,3, Pandharipande PV1,2, Kong CY1,2.;2017
Noneg;baker1998.pdf;evaluating the age to begin periodic breast cancer screening using data from a few regularly scheduled screenings;;1998
Anton;han2017 (1).pdf;evaluating the impact of varied compliance to lung cancer screening recommendations using a microsimulation model;Han, Summer S.  Erdogan, S. Ayca  Toumazis, Iakovos  Leung, Ann  Plevritis, Sylvia K.;2017
Noneg;tramontano2016.pdf;evaluating the impacts of screening and smoking cessation programmes on lung cancer in a high-burden region of the usa a simulation modelling study;Tramontano AC1, Sheehan DF1, McMahon PM2, Dowling EC1, Holford TR3, Ryczak K4, Lesko SM4, Levy DT5, Kong CY2.;2016
Noneg;chen1998.pdf;evaluation by markov chain models of a non-randomised breast cancer screening programme in women aged under 50 years in sweden;;1998
Anton;gray2017.pdf;evaluation of a stratified national breast screening program in the united kingdom an early model-based cost-effectiveness analysis;Gray, Ewan  Donten, Anna  Karssemeijer, Nico  van Gils, Carla  Evans, D. Gareth  Astley, Sue  Payne, Katherine;2017
Noneg;2043.full.pdf;evaluation of breast cancer risk assessment techniques a cost-effectiveness analysis;;2004
Anton;berkhof2006.pdf;evaluation of cervical screening strategies with adjunct high-risk human papillomavirus testing for women with borderline or mild dyskaryosis;Berkhof, J  de Bruijne, MC  Zielinski, GD  Bulkmans, NWJ  Rozendaal, L  Snijders, PJF  Verheijen, RHM  Meijer, CJLM;2006
Noneg;arrospide2015.pdf;evaluation of health benefits and harms of the breast cancer screening programme in the basque country using discrete event simulation;Arrospide A1,2,3, Rue M4,5, van Ravesteyn NT6, Comas M7,8, Larra??aga N9,10, Sarriugarte G11, Mar J12,13,14,15.;2015
Noneg;lew2018.pdf;Evaluation of the benefits, harms and cost-effectiveness of potential alternatives to iFOBT testing for colorectal cancer screening in Australia;Lew, Jie-Bin, St John, D. James B., Macrae, Finlay A., Emery, Jon D., Ee, Hooi C., Jenkins, Mark A., He, Emily, Grogan, Paul, Caruana, Michael, Sarfati, Diana, Greuter, Marjolein J. E., Coupe, Veerle M. H., Canfell, Karen;2018
Noneg;idigoras2018.pdf;evaluation of the colorectal cancer screening programme in the basque country spain and its effectiveness based on the miscan-colon model;Idigoras, I., Arrospide, A., Portillo, I., Arana-Arri, E., Martinez-Indart, L., Mar, J., de Koning, H. J., Lastra, R., Soto-Gordoa, M., van der Meulen, M., Lansdorp-Vogelaar, I.;2017
q12;10.1.1.552.8587.pdf;evolution of multiple disease screening in keelung a model for community involvement in health interventions;Wang PE1, Wang TT, Chiu YH, Yen AM, Chen TH.;2006
Noneg;oncotarget-07-48168.pdf;expected long-term impact of screening endoscopy on colorectal cancer incidence a modelling study;Brenner, Hermann, Kretschmann, Jens, Stock, Christian, Hoffmeister, Michael;2016
Noneg;brenner2015.pdf;expected long-term impact of the german screening colonoscopy programme on colorectal cancer prevention analyses based on 4407971 screening colonoscopies;Brenner, Hermann, Altenhofen, Lutz, Stock, Christian, Hoffmeister, Michael;2015
Noneg;lew2012.pdf;Expenditure and resource utilisation for cervical screening in Australia;BMC Health Serv Res. 2012 Dec 5.12:446. doi: 10.1186/1472-6963-12-446.;2007
Noneg;duffy2010.pdf;Modelling the likely effect of the increase of the upper age limit from 70 to 73 for breast screening in the UK National Programme;Duffy SW1, Sasieni P, Olsen AH, Cafferty FH.;2010
Noneg;duarte2017.pdf;Exploring risk factors in breast cancer screening program data using structured geoadditive models with high order interaction;Duarte, Elisa, de Sousa, Bruno, Cadarso-Suarez, Carmen, Kneib, Thomas, Rodrigues, Vitor;2017
Anton;kim2008.pdf;Exploring the cost-effectiveness of HPV vaccination in Vietnam: Insights for evidence-based cervical cancer prevention policy;Kim JJ1, Kobus KE, Diaz M, O'Shea M, Van Minh H, Goldie SJ.;2008
Anton;shi2011.pdf;exploring the uncertainties of early detection results model-based interpretation of mayo lung project;Shi, Lu  Tian, Haijun  McCarthy, William J.  Berman, Barbara  Wu, Shinyi  Boer, Rob;2011
Noneg;russell2011.pdf;exploring the unknown and the unknowable with simulation models;Editorial,Comment,Bayes Theorem*,Colorectal Neoplasms/diagnosis*,Colorectal Neoplasms/epidemiology*,Decision Support Techniques*,Disease Progression*,Humans,Male,Mass Screening/standards*,Models, Theoretical*,Prostatic Neoplasms/diagnosis*,Uncertainty*;2175
Noneg;whynes1998.pdf;faecal occult blood screening for colorectal cancer is it cost-effective;;1998
Noneg;fisher2010.pdf;faecal occult blood testing in areas of high incidence and mortality the effect of screening the population aged 50 to 59;Fisher R1, Rooney PS.;2011
Noneg;sharma2008.pdf;fecal occult blood testing best option for colorectal cancer screening in asia;News,Aged,Asia, Southeastern/epidemiology,Colonoscopy/economics,Colorectal Neoplasms/diagnosis*,Colorectal Neoplasms/economics,Colorectal Neoplasms/epidemiology,Colorectal Neoplasms/prevention & control*,Cost-Benefit Analysis,Far East/epidemiology,Humans,Incidence,Markov Chains,Mass Screening/economics*,Mass Screening/methods*,Middle Aged,Occult Blood*,Patient Compliance,Practice Guidelines as Topic,Sigmoidoscopy/economics;1866
q12;hkm1512sp6p9.pdf;generalised cost-effectiveness analysis for breast cancer prevention and care in hong kong chinese;Research Support, Non-U.S. Gov't,Adult,Aged,Antineoplastic Protocols,Asian Continental Ancestry Group,Breast Neoplasms/prevention & control*,Breast Neoplasms/therapy,Chemotherapy, Adjuvant/economics,Cost-Benefit Analysis/methods*,Early Detection of Cancer/economics*,Early Detection of Cancer/methods,Female,Health Care Costs*,Hong Kong,Humans,Immunotherapy/economics,Mammography/economics,Markov Chains,Middle Aged,Quality-Adjusted Life Years,Radiotherapy, Adjuvant/economics;2664
Anton;draisma2006.pdf;gleason score age and screening modeling dedifferentiation in prostate cancer;Draisma, Gerrit  Postma, Renske  Schroder, Fritz H.  van der Kwast, Theo H.  de Koning, Harry J.;2006
FromReview;kearns2014.pdf;Guaiac faecal occult blood test performance at initial and repeat screens in the English Bowel Cancer Screening Programme;;
Noneg;goede2017.pdf;harms benefits and costs of fecal immunochemical testing versus guaiac fecal occult blood testing for colorectal cancer screening;PLoS One. 2017 Mar 15.12(3):e0172864. doi: 10.1371/journal.pone.0172864. eCollection 2017.;1000
Anton;mennini2009.pdf;health and economic impact associated with a quadrivalent hpv vaccine in italy;Mennini FS1, Giorgi Rossi P, Palazzo F, Largeron N.;2009
Noneg;krahn2013.pdf;health care costs for state transition models in prostate cancer;Krahn M.D., Bremner K.E., Zagorski B., Alibhai S.M.H., Chen W., Tomlinson G., Mitsakakis N., Naglie G.;2014
Anton;gomez2014.pdf;health economic analysis of human papillomavirus vaccines in women of chile perspective of the health care payer using a markov model;Gomez JA, Lepetic A1, Demarteau N.;2014
Anton;vanagas2012.pdf;healthcare spending in the case of a hpv1618 population-wide vaccination programme;Vanagas G1, Padaiga Z.;2012
