"valid",The potential cost-effectiveness of adding a human papillomavirus vaccine to the cervical cancer screening programme in South Africa.;Abstract This study was designed to answer the question of whether a cervical cancer prevention programme that incorporates a human papillomavirus (HPV) vaccine is potentially more cost-effective than the current strategy of screening alone in South Africa. We developed a static Markov state transition model to describe the screening and management of cervical cancer within the South African context. The incremental cost-effectiveness ratio of adding HPV vaccination to the screening programme ranged from US $1078 to 1460 per quality-adjusted life year (QALY) gained and US$3320-4495 per life year saved, mainly depending on whether the study was viewed from a health service or a societal perspective. Using discounted costs and benefits, the threshold analysis indicated that a vaccine price reduction of 60% or more would make the vaccine plus screening strategy more cost-effective than the screening only approach. To address the issue of affordability and cost-effectiveness, the pharmaceutical companies need to make a commitment to price reductions.;Vaccine. 2009 Oct 19.27(44):6196-202. doi: 10.1016/j.vaccine.2009.08.004. Epub 2009 Aug 19.;Sinanovic E1, Moodley J, Barone MA, Mall S, Cleary S, Harries J.;19698807;Research Support, Non-U.S. Gov't,Adolescent,Adult,Cost-Benefit Analysis,Female,Humans,Markov Chains,Middle Aged,Models, Economic*,Papillomavirus Infections/economics,Papillomavirus Infections/epidemiology,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/economics*,Quality-Adjusted Life Years,South Africa/epidemiology,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/prevention & control*,Young Adult,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.612
"one",Economic evaluation of human papillomavirus vaccination in developed countries.;Abstract BACKGROUND: With promising efficacy results from randomized control trials of human papillomavirus (HPV) vaccines and the availability of new screening paradigms, policymakers are being asked to make recommendations and decisions regarding the optimal strategies to reduce HPV infection and disease. Such decisions are increasingly being made with significant input from mathematical and economic models. The demand for modeling has resulted in the publication of numerous mathematical models looking at the cost-effectiveness of HPV vaccination. OBJECTIVE: To review published models that have been used to evaluate the cost-effectiveness of HPV vaccination in developed countries and highlight points of consensus and disagreement in methods and findings. METHODS: This review consists of cost-effectiveness studies published in the peer-reviewed literature before August 2008. RESULTS: Despite variations in methods, modeling studies are producing consistent conclusions: (1) vaccinating young girls against HPV is likely to be cost- effective. (2) vaccinating boys will most likely not be cost- effective in countries that can reach high coverage rates in girls, and (3) results are most sensitive to the duration of vaccine protection. However, results from analyses examining the effectiveness and cost-effectiveness of vaccinating boys when coverage rates are low (< or = 80%) and catch-up strategies have reached conflicting conclusions. Copyright 2009 S. Karger AG, Basel.;Public Health Genomics. 2009.12(5-6):343-51. doi: 10.1159/000214924. Epub 2009 Aug 11.;Brisson M1, Van de Velde N, Boily MC.;19684446;Review,Adolescent,Adult,Cost-Benefit Analysis,Developed Countries,Female,Global Health,Humans,Male,Mass Vaccination/economics,Models, Economic,Models, Theoretical,Papillomavirus Infections/diagnosis,Papillomavirus Infections/prevention & control,Papillomavirus Vaccines/economics*,Papillomavirus Vaccines/therapeutic use,Quality-Adjusted Life Years,Uterine Cervical Neoplasms/prevention & control*,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.596
"one",Cost-effectiveness analysis of human papillomavirus vaccination in the Netherlands.;Abstract BACKGROUND: In the Netherlands, low cervical cancer incidence and mortality rates might limit the cost-effectiveness of vaccination against the human papillomavirus (HPV). We examined the effect on cervical cancer incidence and mortality of adding HPV vaccination to the current Dutch cervical cancer screening situation and calculated the cost-effectiveness. METHODS: Costs and effects were estimated under favorable assumptions (ie, that HPV vaccination provides lifelong protection against 70% of all cervical cancers, has no side effects, and is administered to all women regardless of their risk of cervical cancer) by using the microsimulation screening analysis (MISCAN) model. The impact of changes in the price of vaccination, number of booster vaccinations, vaccination attendance rate, vaccination efficacy, cervical cancer incidence level, and quality-of-life assumptions was investigated in sensitivity analyses. RESULTS: Using the current price of euro118 per vaccine dose and with discounting of costs and effects at an annual rate of 3%, adding HPV vaccination to the current Dutch screening situation had a cost-effectiveness ratio of euro53 500 per quality-adjusted life-year (QALY) gained. The threshold price per vaccine dose at which the cost-effectiveness of vaccination would correspond to an acceptability threshold of euro20 000 per QALY gained was euro40. With the addition of one or more (up to four) booster vaccinations during a lifetime, this threshold price decreased to euro33 for one booster (to euro16 for four boosters). With a doubling of the cervical cancer incidence level, the cost-effectiveness ratio was euro24 400 per QALY gained and the maximum price per dose at threshold of euro20 000 was euro97. All threshold prices were lower under less favorable effectiveness assumptions. CONCLUSIONS: In the Netherlands, HPV vaccination is not cost-effective even under favorable assumptions. To become cost-effective, the vaccine price would have to be decreased considerably, depending on the effectiveness of the vaccine.;J Natl Cancer Inst. 2009 Aug 5.101(15):1083-92. doi: 10.1093/jnci/djp183. Epub 2009 Jul 1.;de Kok IM1, van Ballegooijen M, Habbema JD.;19571256;Research Support, Non-U.S. Gov't,Adult,Cost-Benefit Analysis,Drug Costs*,Female,Humans,Middle Aged,Netherlands/epidemiology,Papillomavirus Infections/complications,Papillomavirus Infections/economics,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/administration & dosage,Papillomavirus Vaccines/economics*,Quality-Adjusted Life Years,Tumor Virus Infections/complications,Tumor Virus Infections/economics,Tumor Virus Infections/prevention & control*,Uterine Cervical Neoplasms/economics*,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/prevention & control*,Uterine Cervical Neoplasms/virology,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.62
"one",Cost-effectiveness analysis of human papillomavirus-vaccination programs to prevent cervical cancer in Austria.;Abstract OBJECTIVE: The study predicts long-term cervical cancer related population health and economic effects of introducing the HPV-vaccination for 12-year-old girls (and boys) in addition to current screening compared with screening only. METHOD: Health effects are predicted by a dynamic transmission model. Model results are used to calculate incremental cost-effectiveness ratios (ICER) in euro per life year gained (LYG) for a time-horizon between 2008 and 2060 from a public payer and a societal perspective. RESULTS: Vaccination of girls results a discounted ICER of euro 64,000/LYG and euro 50,000/LYG from a payer's and societal perspectives respectively. The additional vaccination of boys increases the ICER to euro 311,000 and euro 299,000/LYG respectively. Results were most sensitive to vaccination price, discount rate and time-horizon. CONCLUSION: HPV-vaccination for girls should be cost-effective when adopting a longer time-horizon and a societal perspective. Applying a shorter time frame and a payer's perspective or vaccinating boys may not be cost-effective without reducing the vaccine price.;Vaccine. 2009 Aug 13.27(37):5133-41. doi: 10.1016/j.vaccine.2009.06.039. Epub 2009 Jun 28.;Zechmeister I1, Blasio BF, Garnett G, Neilson AR, Siebert U.;19567244;Research Support, Non-U.S. Gov't,Austria,Child,Cost-Benefit Analysis,Female,Humans,Immunization Programs/economics*,Male,Mass Screening/economics,Models, Economic,Papillomavirus Infections/economics,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/economics*,Sensitivity and Specificity,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/prevention & control*,Uterine Cervical Neoplasms/virology,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.624
"one",Cost-effectiveness of prophylactic vaccination against human papillomavirus 16/18 for the prevention of cervical cancer: adaptation of an existing cohort model to the situation in the Netherlands.;Abstract Cervical cancer is one of the most prevalent cancers among women worldwide. Implementation of an HPV-vaccination strategy targeting the major oncogenic types 16 and 18 that cause cervical cancer is generally expected to significantly reduce the burden of cervical cancer disease. Here we estimate the costs, savings and health gains with the addition of HPV-16/18 vaccination to the already existing Dutch screening programme. In the base-case analysis, it was estimated that implementation of an HPV-16/18 vaccine would result in an incremental cost-effectiveness ratio (ICER) of euro22,700 per life-year gained (LYG). In sensitivity analysis, the robustness of our finding of favourable cost-effectiveness was established. The ICER appeared sensitive to the vaccine price, discount rate and duration of vaccine-induced protection. From our results, it validly follows that immunization of 12-year-old Dutch girls against HPV-16/18 infection is a cost-effective strategy for protecting against cervical cancer.;Vaccine. 2009 Jul 30.27(35):4776-83. doi: 10.1016/j.vaccine.2009.05.085. Epub 2009 Jun 17.;Rogoza RM1, Westra TA, Ferko N, Tamminga JJ, Drummond MF, Daemen T, Wilschut JC, Postma MJ.;19539578;Child,Cost-Benefit Analysis,Female,Humans,Models, Statistical,Netherlands/epidemiology,Papillomavirus Vaccines/economics*,Papillomavirus Vaccines/immunology*,Uterine Cervical Neoplasms/economics*,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/prevention & control*,Papillomavirus Vaccines,human papillomavirus vaccine, L1 type 16, 18;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.672
"one",Age-based programs for vaccination against HPV.;Abstract BACKGROUND: The risk of infection with human papillomavirus (HPV) increases with age. Answering the question of which age groups are appropriate to target for catch-up vaccination with the newly licensed quadrivalent HPV vaccine (types 6/11/16/18) will be important for developing vaccine policy recommendations. OBJECTIVES: To assess the value of varying female HPV vaccination strategies by specific age groups of a catch-up program in the United States. METHODS: The authors used previously published mathematical population dynamic model and cost-utility analysis to evaluate the public health impact and cost-effectiveness of alternative quadrivalent HPV (6/11/16/18) vaccination strategies. The model simulates heterosexual transmission of HPV infection and occurrence of cervical intraepithelial neoplasia (CIN), cervical cancer, and external genital warts in an age-structured population stratified by sex and sexual activity groups. The cost-utility analysis estimates the cost of vaccination, screening, diagnosis, and treatment of HPV diseases, and quality-adjusted survival. RESULTS: Compared with the current screening practices, vaccinating girls and women ages 12 to 24 years was the most effective strategy, reducing the number of HPV6/11/16/18-related genital warts, CIN grades 2 and 3, and cervical cancer cases among women in the next 25 years by 3,049,285, 1,399,935, and 30,021. respectively. The incremental cost-effectiveness ratio of this strategy when compared with vaccinating girls and women ages 12 to 19 years was $10,986 per quality-adjusted life-year gained. CONCLUSION.: Relative to other commonly accepted health-care programs, vaccinating girls and women ages 12 to 24 years appears cost-effective.;Value Health. 2009 Jul-Aug.12(5):697-707. doi: 10.1111/j.1524-4733.2009.00512.x.;Elbasha EH1, Dasbach EJ, Insinga RP, Haupt RM, Barr E.;19490561;Research Support, Non-U.S. Gov't,Adolescent,Adult,Age Factors,Aged,Aged, 80 and over,Child,Condylomata Acuminata/economics,Condylomata Acuminata/prevention & control,Cost-Benefit Analysis,Costs and Cost Analysis,Female,Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18,Humans,Mass Vaccination/economics*,Middle Aged,Models, Econometric,Papillomavirus Infections/economics*,Papillomavirus Infections/prevention & control,Papillomavirus Vaccines/economics*,Papillomavirus Vaccines/therapeutic use,Quality-Adjusted Life Years,United States,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/prevention & control,Young Adult,Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.644
"one",Estimating the long-term clinical impact of cervical cancer vaccination in Taiwan.;Abstract The high burden of human papillomavirus (HPV) infection and subsequent cervical cancer in the presence of screening in Taiwan suggests the need for further prevention strategies. Epidemiology and screening practices vary considerably between countries, and specific analyses are required to estimate the impact of HPV vaccination. This study adapted a computer-based health economic model to Taiwan to project the clinical impact of the introduction of a prophylactic vaccine against persistent HPV 16/18 infection on cervical disease. A Markov model based on the natural history of HPV and cervical cancer was developed to simulate transitions between health states (normal, HPV, cervical intraepithelial neoplasia [CIN] stages I to III, cervical cancer stages I to IV, and death) in the presence of screening. The model was calibrated to Taiwan epidemiological end points including age-specific HPV prevalence, prevalence of CIN lesions, and predicted cervical cancer incidence and mortality. Taiwanese screening and treatment practices were modeled, and published clinical trial data were used to estimate vaccine efficacy. With 100% vaccine coverage in a 13-year-old cohort of females, there is estimated to be a 71% reduction in cervical cancer cases and deaths due to all HPV types and substantial reductions in the prevalence of precancerous lesions and screening outcomes. Removing the risk of HPV infection of a large proportion of Taiwanese females, with a high underlying cervical cancer incidence rate, would be expected to have dramatic effects on the health care system and mortality in Taiwan.;Int J Gynecol Cancer. 2009 Feb.19(2):281-8. doi: 10.1111/IGC.0b013e31819c14d6.;Yen MS1, You SL, Ferko N, Debicki D, Chen YC, Chou CY.;19396010;Adult,Aged,Aged, 80 and over,Cancer Vaccines/therapeutic use*,Disease Progression,Female,Humans,Markov Chains,Middle Aged,Papillomavirus Infections/complications,Taiwan/epidemiology,Time Factors,Uterine Cervical Neoplasms/epidemiology*,Uterine Cervical Neoplasms/prevention & control*,Uterine Cervical Neoplasms/virology,Cancer Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.372
"one",Prevention of cervical cancer with screening programme in Branicevo District and cost-effectiveness analysis adjusted to the territory of the Republic of Serbia.;Abstract PURPOSE: To establish the so-called positive screening instead of the current opportunistic screening for cervical cancer. PATIENTS AND METHODS: The program of positive screening covered all female persons aged 30-49 years living in the Branicevo District. All women were sent an invitation to participate in the screening and those who responded had Papanicolaou smear test done on the results of which further diagnostic procedures would be determined. RESULTS: The invitation to examination was responded by 11,200 (48.70%) out of 23,000 women invited. The costs of organized screening per capita amounted to Republic of Serbia dinar (RSD) 380.00 (EUR 4.75). 954 patients in total underwent colposcopy and conization, resulting in RSD total costs of 11,926,373.70 (149,079.00 EUR). Assuming the same incidence rate among the population that did not respond to the invitation, the number of women that would have such an intervention would be increased by 893. CONCLUSION: One-year screening programme is more effective than 3-year programme (180 lives saved compared to 113), but more expensive. This is our cost-effectiveness analysis (CEA) relevant opinion, but not for adoption in practice.;J BUON. 2009 Jan-Mar.14(1):93-6.;Perovic S1.;19373953;Adult,Colposcopy/economics*,Conization/economics*,Cost Savings,Cost-Benefit Analysis,Female,Health Care Costs*,Humans,Mass Screening/economics*,Mass Screening/methods,Middle Aged,Models, Economic,Papanicolaou Test*,Patient Acceptance of Health Care*,Predictive Value of Tests,Serbia,Time Factors,Uterine Cervical Neoplasms/diagnosis,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/prevention & control*,Vaginal Smears/economics*,Women's Health/economics*;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.564
"valid",Cost-effectiveness of human papillomavirus vaccination in Belgium: do not forget about cervical cancer screening.;Abstract OBJECTIVES: The cost-effectiveness of adding a human papillomavirus (HPV) vaccination program in 12-year-old females to the recommended cervical cancer screening in Belgium is examined. Moreover, the health and economic consequences of a potential decline in screening uptake after initiation of a HPV vaccination program are investigated. METHODS: A static Markov model is developed to estimate the direct effect of vaccination on precancerous lesions and cervical cancers. RESULTS: Vaccination is estimated to avoid 20 percent of the cervical cancers occurring in a 12-year-old girls' cohort and to cost 32,665 euro per quality-adjusted life-year (QALY) gained (95 percent credibility interval [CrI]: 17,447 euro to 68,078 euro), assuming a booster injection after 10 years, a limited duration of protection and discounting costs and effects at 3 percent and 1.5 percent, respectively. Assuming lifelong protection, HPV vaccination is estimated to cost 14,382 euro (95 percent CrI: 9,238 euro to 25,644 euro) per QALY gained, while avoiding 50 percent of the cervical cancer cases. In the base-case, a 10 percent reduction in screening compliance after vaccination obliterates the effect of vaccination on cervical cancer cases avoided, whereas further declines in the level of screening compliance even turned out to be detrimental for the cohort's health, inducing a mean loss in QALYs and life-year gained compared with the situation prevaccination. CONCLUSIONS: An HPV vaccination program should only be considered if the level of screening after vaccination can be maintained.;Int J Technol Assess Health Care. 2009 Apr.25(2):161-70. doi: 10.1017/S0266462309090217.;Thiry N1, De Laet C, Hulstaert F, Neyt M, Huybrechts M, Cleemput I.;19366497;Research Support, Non-U.S. Gov't,Adolescent,Adult,Belgium/epidemiology,Child,Cohort Studies,Cost-Benefit Analysis,Female,Health Care Costs/statistics & numerical data,Humans,Markov Chains,Mass Screening/economics,Mass Screening/utilization,Papillomavirus Vaccines/administration & dosage,Papillomavirus Vaccines/economics*,Quality-Adjusted Life Years,Uterine Cervical Neoplasms/diagnosis*,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/prevention & control*,Vaccination/economics*,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.632
"one",Effectiveness and cost effectiveness of human papillomavirus vaccine: a systematic review.;Abstract The recent approval of human papillomavirus (HPV) vaccine means that decision makers need information beyond that available from randomized clinical trials to recommend funding for this vaccination programme. Modelling and economic studies have addressed some of those information needs. We conducted a qualitative systematic review to summarize the existing data. Review articles were obtained from an extensive literature search on studies using mathematical modelling (either a Markov or transmission dynamic model) to determine the effectiveness or cost effectiveness of an HPV vaccine compared with the current cytology-based Pap smear screening programme. A total of 21 studies (but 22 models) were included in the review after being assessed for methodological quality. All of the included studies had used a mathematical model to determine the effectiveness of an HPV vaccine, whilst 13 had also conducted a cost-effectiveness analysis. Although the studies used different model structures, baseline parameters and assumptions, all studies showed that vaccination would decrease rates of HPV infection, precancerous lesions and cervical cancer. Studies had a consistent message with respect to cost effectiveness: a female-only vaccination programme is cost effective compared with the current cytology-based Pap smear screening programme, while the cost effectiveness of a male and female vaccination programme is generally not cost effective compared with female-only vaccination.;Pharmacoeconomics. 2009.27(2):127-47. doi: 10.2165/00019053-200927020-00004.;Marra F1, Cloutier K, Oteng B, Marra C, Ogilvie G.;19254046;Review,Cost-Benefit Analysis,Early Detection of Cancer*,Female,Humans,Immunization Programs/economics*,Markov Chains,Models, Economic,Papillomavirus Infections/economics,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/economics*,Papillomavirus Vaccines/therapeutic use,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/prevention & control*,Uterine Cervical Neoplasms/virology,Women's Health,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.472
"one",Controlling cervical cancer.;;;;19254043;Comment,Editorial,Cost-Benefit Analysis,Early Detection of Cancer*,Female,Humans,Immunization Programs/economics*,Models, Economic,Papillomavirus Infections/economics,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/economics*,Papillomavirus Vaccines/therapeutic use,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/prevention & control*,Uterine Cervical Neoplasms/virology,Women's Health,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.192
"one",Health and economic impact associated with a quadrivalent HPV vaccine in Italy.;Abstract OBJECTIVE: The aim of this study was to determine the health impact and cost-effectiveness of introducing a human papillomavirus (HPV) vaccination programme with a quadrivalent vaccine alongside the existing cervical cancer screening programme in comparison to the current context in Italy. METHODS: A US Markov model was adapted to the Italian context, assuming under base case 80% vaccine coverage rate, lifetime duration of protection in a cohort of girls aged 12 years and discount rates of 1.5% and 3% for health benefits and costs, respectively, and estimating direct medical costs. RESULTS: The HPV vaccination in association with the current screening programme would allow to avoid 1432 cases of cervical cancer (-63.3%) and 513 deaths (-63.4%) compared to screening only, with an incremental cost-effectiveness ratio (ICER) of 9569 euros per additional quality-adjusted life-year (QALY) gained. The sensitivity analysis highlighted that this model was robust to all parameters presenting uncertainties as the ICERs ranged from 2,781 euros to 48,122 euros per QALY gained. CONCLUSION: This study showed that HPV vaccination in adolescent girls would be a beneficial and cost-effective public health programme in Italy.;Gynecol Oncol. 2009 Feb.112(2):370-6. doi: 10.1016/j.ygyno.2008.09.031. Epub 2008 Nov 28.;Mennini FS1, Giorgi Rossi P, Palazzo F, Largeron N.;19041125;Adolescent,Adult,Child,Cohort Studies,Cost-Benefit Analysis,Female,Humans,Italy,Markov Chains,Mass Screening/economics,Mass Screening/methods,Middle Aged,Papillomavirus Infections/economics,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/administration & dosage*,Papillomavirus Vaccines/economics*,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/prevention & control*,Uterine Cervical Neoplasms/virology,Young Adult,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.688
"valid",Optimization of primary and secondary cervical cancer prevention strategies in an era of cervical cancer vaccination: a multi-regional health economic analysis.;Abstract With the recent advent of cervical cancer vaccines, many questions relating to the best overall prevention methods for cervical disease are beginning to arise. A Markov model was used across five geographic regions (Canada, The Netherlands, Taiwan, UK, US) to examine the clinical benefits and cost-effectiveness of: (1) vaccination combined with screening, considering changes to screening-related parameters and (2) vaccination combined with screening, considering changes to screening policy. Given the assumptions used in this analysis, adding vaccination to current screening is likely to be cost-effective in the regions studied. When considering vaccination with several plausible changes to screening programmes, locations with the most frequent Papanicolaou smear testing may achieve the most efficiency gains by adopting a less frequent screening interval or incorporating HPV testing into their screening practices. Although it may be beneficial to change screening to maximize efficiency, the most cost-effective strategies for vaccination and screening combinations may not lead to the greatest reductions in cervical cancer. therefore such policy decisions may vary depending on region-specific goals. Finally, new screening paradigms such as primary HPV testing should be considered in future analyses.;Vaccine. 2008 Sep 15.26 Suppl 5:F46-58. doi: 10.1016/j.vaccine.2008.02.039.;Rogoza RM1, Ferko N, Bentley J, Meijer CJ, Berkhof J, Wang KL, Downs L, Smith JS, Franco EL.;18992382;Female,Humans,Models, Econometric*,Papillomavirus Infections/economics*,Papillomavirus Infections/prevention & control*,Uterine Cervical Neoplasms/economics*,Uterine Cervical Neoplasms/prevention & control*,Vaccination/economics*;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.544
"one",Mathematical models of cervical cancer prevention in Latin America and the Caribbean.;Abstract Using population and epidemiologic data for 33 countries in Latin America and the Caribbean (LAC), a model-based approach estimated averted cervical cancer cases and deaths, disability-adjusted life years (DALYs) and incremental cost-effectiveness ratios (I$/DALY averted) for human papillomavirus (HPV) vaccination of young adolescent girls. Absolute reduction in lifetime cancer risk varied between countries, depending on incidence, proportion attributable to HPV-16 and 18, and population age-structure. for example, with 70% coverage, cancer reduction ranged from 40% in Mexico to more than 50% in Argentina. Screening of women over age 30 three times per lifetime, after vaccinating them as pre-adolescents, is expected to provide a relative increase of 25% to 30% in mortality reduction. Countries with the highest risk of cancer (age-standardized rate > 33.6) accounted for only 34% of deaths averted with vaccination, highlighting why a regional universal vaccination approach will be most effective in reducing the overall global burden. At I$25 per vaccinated girl ($5 per dose), for all 33 countries, the cost per DALY averted is less than I$400. at I$10 ($2 per dose) the vaccine is cost saving in 26 out of 33 countries. For all countries, ratios become less attractive (i.e., increase) as the cost of the vaccine increases. For example, at current vaccine prices ($120 per dose), the cost per DALY averted is I$7,300 in Mexico, I$3,700 in Nicaragua, and I$6,300 in Costa Rica. Vaccine price has an even greater effect on predicted affordability. For the 33 countries, vaccinating 5 consecutive birth cohorts at 70% coverage would cost $360 million at $5.00 per dose, $811 million at $12.25 per dose, and $1.26 billion at $19.50 per dose. In the LAC region, if effective delivery mechanisms can achieve high coverage rates in young adolescent girls, vaccination against HPV-16 and 18 will provide similar health value for resources invested as other new vaccines such as rotavirus. If the cost per vaccinated girl is less than I$25 HPV-16/18 vaccination would be very cost-effective in all 33 countries. for it to be affordable, costs may need to be lower.;Vaccine. 2008 Aug 19.26 Suppl 11:L59-72. doi: 10.1016/j.vaccine.2008.05.063.;Goldie SJ1, Diaz M, Constenla D, Alvis N, Andrus JK, Kim SY.;18945403;Research Support, Non-U.S. Gov't,Adolescent,Adult,Calibration,Caribbean Region/epidemiology,Child,Cost-Benefit Analysis,Databases, Factual,Epidemiologic Methods,Epidemiologic Research Design*,Female,Humans,Latin America/epidemiology,Models, Statistical*,Software,Stochastic Processes,Treatment Outcome,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/epidemiology*,Uterine Cervical Neoplasms/prevention & control*;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.54
"one",The cost-effectiveness of a quadrivalent human papillomavirus vaccine in Taiwan.;Abstract BACKGROUND: A quadrivalent human papillomavirus (HPV 6/11/16/18) vaccine has recently received regulatory approval in Taiwan for the prevention of cervical carcinoma, high-grade cervical dysplasia (cervical intraepithelial neoplasia 2/3 [CIN 2/3]), low-grade cervical dysplasia (CIN 1), high-grade vulvar and vaginal dysplasia, and external genital warts. OBJECTIVE: To examine the potential long-term epidemiologic and economic consequences of a quadrivalent HPV (6/11/16/18) vaccination program in Taiwan. METHODS: A transmission dynamic model was used to estimate the long-term epidemiologic and economic consequences of quadrivalent HPV vaccination. Two vaccination strategies were evaluated in conjunction with current cervical cancer screening: 1) vaccination of 12-year-old girls and 2) vaccination of 12-year-old girls with a temporary 5-year catch-up vaccination of females aged 12-24 years (catch-up). RESULTS: From an epidemiologic perspective, both vaccination strategies reduce the overall incidence of HPV 16/18-related cervical cancer relative to no vaccination by 91% during year 100 following vaccine introduction. Likewise, both vaccination strategies reduce the incidence of CIN 2/3, CIN 1, and genital warts by approximately 90%, 86%, and 94%, respectively, at this time point. However, the catch-up program consistently achieves greater benefit earlier than the 12-year-old program. The catch-up strategy is both more effective and efficient than the strategy that vaccinates 12-year-old girls only, with an incremental cost-effectiveness ratio of New Taiwan dollars (NT$) 410,477 per quality-adjusted life-year gained. CONCLUSIONS: The results from this model suggest that in Taiwan, prophylactic HPV 6/11/16/18 vaccination of females can: 1) substantially reduce genital warts, CIN, and cervical cancer. 2) improve quality of life and survival. and 3) be cost-effective when implemented as a vaccination strategy that includes a temporary catch-up program.;Asian Pac J Cancer Prev. 2008 Jul-Sep.9(3):459-66.;Dasbach EJ1, Insinga RP, Yang YC, Pwu RF, Lac C, Elbasha EH.;18990021;Adolescent,Adult,Age Factors,Child,Cohort Studies,Cost-Benefit Analysis,Female,Humans,Mass Vaccination/economics*,Models, Economic,Papillomavirus Infections/economics,Papillomavirus Infections/epidemiology,Papillomavirus Infections/prevention & control*,Papillomavirus Vaccines/administration & dosage,Papillomavirus Vaccines/economics*,Reproducibility of Results,Risk Assessment,Taiwan,Uterine Cervical Neoplasms/economics,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/prevention & control*,Vaccination/economics*,Young Adult,Papillomavirus Vaccines;Primary Prevention, Early Detection of Cancer, Uterine Cervical Neoplasms;;model valid;0.588
